Số/ký hiệu,Ngày ban hành,Trích yếu,Cơ quan ban hành,Đính kèm
36/TB-UBND,15/02/2019,"Kết luận của đồng chí Nguyễn Văn Thắng - Phó Chủ tịch UBND tỉnh tại cuộc họp rà soát các dự án có sử dụng đất, mặt nước sử dụng vốn ngoài ngân sách nhà nước trên địa bàn Khu kinh tế Vân Đồn",UBND tỉnh Quảng Ninh,
959/UBND-VX2,15/02/2019,Tăng cường công tác quản lý nhà nước về đưa lao động Việt Nam đi làm việc ở nước ngoài,UBND tỉnh Quảng Ninh,
612/QĐ-UBND,15/02/2019,Phân bổ gạo hỗ trợ cho học sinh đợt 3 năm học 2018 - 2019,UBND tỉnh Quảng Ninh,
70/QĐ-HĐND,15/02/2019,"Thành lập đoàn giám sát về tình hình triển khai, kết quả thực hiện chương trình mục tiêu quốc gia xây dựng nông thôn mới gắn với Nghị quyết số 50/2016/NQ-HĐND ngày 07/12/2016 của HĐND tỉnh v/v bố trí nguồn lực đưa các xã, thôn ra khỏi diện đặc biệt khó khăn, hoàn thành mục tiêu chương trình 135 giai đoạn 2017-2020 trên địa bàn tỉnh Quảng Ninh",HĐND tỉnh Quảng Ninh,
608/QĐ-UBND,15/02/2019,"Giấy phép xả nước thải vào nguồn nước Mỏ sét tại thôn Bắc Mã tại xã Bình Dương, thị xã Đông Triều, tỉnh Quảng Ninh của Công ty Cổ phần Thành Đồng (Gia hạn, điều chỉnh lần 1)",UBND tỉnh Quảng Ninh,
609/QĐ-UBND,15/02/2019,"Giấy phép xả nước Trung tâm sản xuất hàng thủ công mỹ nghệ gốm xứ xuất khẩu tại xã Bình Dương, thị xã Đông Triều, tỉnh Quảng Ninh của Công ty Cổ phần Thành Đồng (gia hạn, điều chỉnh lần 1)",UBND tỉnh Quảng Ninh,
33/TB-UBND,14/02/2019,"Thông báo ý kiến kết luận của đồng chí Đặng Huy Hậu, PCT Thường trực UBND tỉnh tại cuộc họp nghe và cho ý kiến về dự thảo Đề án thành lập Khu nông nghiệp ứng dụng công nghệ cao cấp tỉnh về thủy sản tại huyện Đầm Hà",UBND tỉnh Quảng Ninh,
586/QĐ-UBND,14/02/2019,"Phân công công việc của Chủ tịch, các Phó Chủ tịch và các Ủy viên Ủy ban nhân dân tỉnh Quảng Ninh khóa XIII, nhiệm kỳ 2016-2021",UBND tỉnh Quảng Ninh,
34/TB-UBND,14/02/2019,"TB Kết luận của đồng chí Nguyễn Văn Thắng - Phó Chủ tịch UBND tỉnh tại cuộc họp báo cáo Đề án phát triển dịch vụ Cảng biển trên địa bàn tỉnh QN đến năm 2030, tầm nhìn đến năm 2045",UBND tỉnh Quảng Ninh,
873/UBND-TH6,13/02/2019,Thực hiện Công điện Hỏa tốc số 160/CĐ-TTg ngày 11/02/2019 của Thủ tướng Chính phủ về việc đôn đốc thực hiện nhiệm vụ sau kỳ nghỉ Tết Nguyên đán Kỷ Hợi năm 2019,UBND tỉnh Quảng Ninh,
862/UBND-QH1,13/02/2019,UBND tỉnh ban hành Công văn về việc thu hồi và chấm dứt hiệu lực thực hiện công văn số 854/UBND-QH1 ngày 12/02/2019 của UBND tỉnh,UBND tỉnh Quảng Ninh,
865/UBND-NLN1,13/02/2019,"Phối hợp triển khai giới thiệu, cung cấp các sản phẩm OCOP Quảng Ninh trên sàn giao dịch thương mại điện tử Bưu điện Việt Nam",UBND tỉnh Quảng Ninh,
571/QĐ-UBND,13/02/2019,"Phê duyệt kế hoạch lựa chọn nhà thầu Dự án: Trồng, chăm sóc, bảo vệ rừng trồng thay thế 04 năm (2019-2022) của Ủy ban nhân dân huyện Ba Chẽ, tỉnh Quảng Ninh",UBND tỉnh Quảng Ninh,
868/UBND-NLN3,13/02/2019,"UBND tỉnh ban hành Công văn số 868/UBND-NLN3 về việc thực hiện Thông báo Kết luận của Thủ tướng Chính phủ tại Hội nghị tổng kết công tác năm 2018, triển khai nhiệm vụ năm 20191 của ngành NN&PTNT.",UBND tỉnh Quảng Ninh,
32.1/TB-UBND,12/02/2019,"Kết luận của Đ/c Cao Tường Huy - Phó Chủ tịch UBND tỉnh tại cuộc làm việc về tình hình triển khai thực hiện Nghị quyết số 146/2018/NQ-HĐND ngày 07/12/2018 của HĐND tỉnh về việc ban hành cơ chế, chính sách hỗ trợ việc chấm dứt hoạt động của các cơ sở sản xuất vôi thủ công trên địa bàn tỉnh",UBND tỉnh Quảng Ninh,
565/QĐ-UBND,12/02/2019,"Tặng Bằng khen cho 01 tập thể, 03 cá nhân có thành tích xuất sắc trong đấu tranh chống tội phạm vận chuyển pháo nổ trái phép qua biên giới ngày 19/01/2019",UBND tỉnh Quảng Ninh,
570/QĐ-UBND,12/02/2019,"UBND tỉnh công nhận 139 đơn vị đạt tiêu chuẩn ""An toàn về an ninh, trật tự"" năm 2019",UBND tỉnh Quảng Ninh,
853/UBND-QH1,12/02/2019,Xử lý vi phạm xây dựng của dự án Khách sạn số 1 Vườn Đào tại phường Hạ Long của Công ty cổ phần Đại Hải,UBND tỉnh Quảng Ninh,
87/TB-HĐND,12/02/2019,"Thông báo chức danh và giới thiệu chữ ký của các Phó Chủ tịch HĐND tỉnh, Trưởng ban Kinh tế - Ngân sách, Trưởng ban Văn hóa - Xã hội HĐND tỉnh Quảng Ninh khóa XIII, nhiệm kỳ 2016-2021",HĐND tỉnh Quảng Ninh,
460-BS/VPTU,12/02/2019,Văn phòng Tỉnh ủy sao lục Kết luận của Ban Bí thư về việc tiếp tục đẩy mạnh thực hiện Chỉ thị số 09-CT/TW của Ban Bí thư khoá XI về tăng cường sự lãnh đạo của Đảng đối với Phong trào Toàn dân bảo vệ an ninh Tổ quốc trong tình hình mới.,Tỉnh ủy,
24/BC-UBND,11/02/2019,Báo cáo tình hình Tết Nguyên đán Kỷ Hợi 2019 (từ ngày 02/01 đến 10/02/2019 - Tức ngày 28 tháng Chạp đến 06 Tết),UBND tỉnh Quảng Ninh,
30/TB-UBND,11/02/2019,Thông báo Kết luận của Chủ tịch UBND tỉnh tại cuộc họp kiểm điểm tiến độ thực hiện dự án đường cao tốc Vân Đồn - Móng Cái ngày 30/01/2019,UBND tỉnh Quảng Ninh,
554/QĐ-UBND,11/02/2019,"Công nhận danh hiệu Tập thể Lao động xuất sắc cho 13 tập thể, tặng cờ thi đua cho 01 tập thể và tặng Bằng khen cho 03 tập thể, 10 cá nhân thuộc thành phố Móng Cái có thành tích xuất sắc trong công tác và phong trào thi đua năm 2018",UBND tỉnh Quảng Ninh,
553/QĐ-UBND,11/02/2019,"Công nhận danh hiệu Tập thể Lao động xuất sắc cho 02 tập thể; tặng Cờ thi đua cho 1 tập thể và tặng Bằng khen cho 02 tập thể, 05 cá nhân thuộc huyện Vân Đồn có thành tích xuất sắc trong công tác và phong trào thi đua năm 2018",UBND tỉnh Quảng Ninh,
516/QĐ-UBND,02/02/2019,"Phê duyệt giá đất cụ thể làm căn cứ tính thu tiền sử dụng đất thực hiện dự án Khu đô thị tại các phường: Cao Thắng, Hà Khánh và Hà Lầm thành phố Hạ Long do Công ty cổ phần phát triển đô thị Từ Liêm làm chủ đầu tư",UBND tỉnh Quảng Ninh,
817/UBND-XD6,01/02/2019,Triển khai xây dựng hệ thống wifi công cộng trên địa bàn tỉnh,UBND tỉnh Quảng Ninh,
822/UBND-XD2,01/02/2019,Đảm bảo an toàn giao thông đường thủy trên vịnh Hạ Long và vịnh Bái Tử Long,UBND tỉnh Quảng Ninh,
84/TB-HĐND,01/02/2019,"Thông báo chương trình công tác tháng 2/2019 của Thường trực, các ban HĐND tỉnh",HĐND tỉnh Quảng Ninh,
29/TB-UBND,01/02/2019,Thông báo lịch công tác của UBND tỉnh tháng 02 năm 2019,UBND tỉnh Quảng Ninh,
510/QĐ-UBND,01/02/2019,"Phê duyệt Đề án bổ sung trang thiết bị cơ bản thiết yếu và sửa chữa cơ sở vật chất cho các đơn vị tự chủ và tự chủ một phần thuộc Sở Y tế, năm 2019",UBND tỉnh Quảng Ninh,
525/QĐ-UBND,01/02/2019,"Phê chuẩn kết quả miễn nhiệm chức vụ Phó Chủ tịch UBND thành phố Hạ Long khóa XX, nhiệm ký 2016 - 2021",UBND tỉnh Quảng Ninh,
528/QĐ-UBND,01/02/2019,"Phê chuẩn kết quả bầu bổ sung chức vụ Phó Chủ tịch UBND thành phố Hạ Long khóa XX, nhiệm kỳ 2016 2021",UBND tỉnh Quảng Ninh,
330	-BC/TU,01/02/2019,Tỉnh ủy Quảng Ninh ban hành báo cáo tháng 01 năm 2019,Tỉnh ủy,
730/UBND-VX2,31/01/2019,Thực hiện các chỉ tiêu nhiệm vụ chuyên môn nâng cao chất lượng đào tạo nghề cho lao động nông thôn năm 2019,UBND tỉnh Quảng Ninh,
31/KH-UBND,31/01/2019,"Kế hoạch triển khai thực hiện Đề án ""Xây dựng văn hóa ứng xử trong trường học giai đoạn 2018 - 2025"" trên địa bàn tỉnh QN",UBND tỉnh Quảng Ninh,
03/ĐK-UBND,31/01/2019,"Tăng cường kiểm tra, xử lý tình trạng đốt pháo, đốt thả “đèn trời” trái phép, phòng, chống cháy nổ trong dịp Tết Nguyên đán Kỷ Hợi 2019",UBND tỉnh Quảng Ninh,
479/QĐ-UBND,31/01/2019,Quyết định về việc ban hành Kế hoạch kiểm soát thủ tục hành chính tỉnh Quảng Ninh năm 2019,UBND tỉnh Quảng Ninh,
481/QĐ-UBND,31/01/2019,"Quyết định về việc ban hành kế hoạch đào tạo, bồi dưỡng năm 2019 và phân bổ kinh phí chi quản lý đào tạo, bồi dưỡng năm 2019.",UBND tỉnh Quảng Ninh,
751/UBND-TM3,31/01/2019,Điều chỉnh nguồn vốn thực hiện các dự án,UBND tỉnh Quảng Ninh,
759/UBND-VX1,31/01/2019,"Triển khai thực hiện chỉ đạo của Bộ Văn hóa, Thể thao và Du lịch về tăng cường chỉ đạo công tác quản lý và tổ chức lễ hội năm 2019.",UBND tỉnh Quảng Ninh,
33/KH-UBND,31/01/2019,"Kế hoạch rà soát, xác định xã, thôn hoàn thành mục tiêu chương trình 135 năm 2018 theo Quyết định số 03/2019/QĐ-TTg ngày 15/1/2019 của Thủ tướng Chính phủ trên địa bàn tỉnh Quảng Ninh",UBND tỉnh Quảng Ninh,
507/QĐ-UBND,31/01/2019,"UBND tỉnh ban hành Kế hoạch thực hiện Đề án đẩy mạnh thanh toán qua ngân hàng đối với các dịch vụ công: thuế, điện, nước, học phí, viện phí và chi trả các chương trình an sinh xã hội trên địa bàn tỉnh Quảng Ninh",UBND tỉnh Quảng Ninh,
709/UBND-NLN1,30/01/2019,Triển khai kế hoạch thực hiện Chương trình mục tiêu quốc gia Xây dựng nông thôn mới năm 2019,UBND tỉnh Quảng Ninh,
17/BC-UBND,30/01/2019,BC tình hình thực hiện Kế hoạch hành động Chương trình Nghị sự 2030 vì sự phát triển bền vững năm 2018,UBND tỉnh Quảng Ninh,
419/QĐ-UBND,30/01/2019,"Công bố đưa tuyến đường cao tốc đường cao tốc Hạ Long - Vân Đồn thuộc Dự án đường cao tốc Hạ Long - Vân Đồn và cải tạo, nâng cấp QL18 đoạn Hạ Long - Mông Dương theo hình thức Hợp đồng BOT vào khai thác",UBND tỉnh Quảng Ninh,
446/QĐ-UBND,30/01/2019,"Miễn nhiệm chức vụ Ủy viên UBND tỉnh Quảng Ninh khóa XIII, nhiệm kỳ 2016-2021",UBND tỉnh Quảng Ninh,
255-KH/TU,30/01/2019,"Kế hoạch nghiên cứu, quán triệt và triển khai thực hiện Quy định số 07-QĐi/TW ngày 28/8/2018 của Bộ Chính trị về xử lý kỷ luật tổ chức đảng vi phạm",UBND tỉnh Quảng Ninh,
02/CT-UBND,30/01/2019,UBND tỉnh chỉ đạo tăng cường công tác thu nội địa ngân sách Nhà nước,UBND tỉnh Quảng Ninh,
661/UBND-XD4,29/01/2019,"Thực hiện các chương trình, dự án ODA trên địa bàn tỉnh",UBND tỉnh Quảng Ninh,
664/UBND-TM5,29/01/2019,"Tăng cường quản lý, giám sát hoạt động kinh doanh trò chơi điện tử có thưởng",UBND tỉnh Quảng Ninh,
672/UBND-VX2,29/01/2019,Thực hiện công tác chuẩn bị đón Tết nguyên đán Kỷ Hợi 2019,UBND tỉnh Quảng Ninh,
682/UBND-CN,29/01/2019,"Tăng cường quản lý tại các khu vực thực hiện thu gom cát, đá, sỏi trên địa bàn",UBND tỉnh Quảng Ninh,
684/UBND-XD1,29/01/2019,"Đôn đốc hoàn thiện Kế hoạch thu hút các nguồn lực đầu tư, phát triển Khu kinh tế Vân Đồn",UBND tỉnh Quảng Ninh,
06/2019/QĐ-UBND,29/01/2019,"Ngày 29-1, UBND tỉnh ban hành Quyết định số 06/2019/QĐ-UBNDvề việc ban hành Quy chế quản lý, bảo vệ, phát huy giá trị Di sản thiên nhiên thế giới Vịnh Hạ Long.",UBND tỉnh Quảng Ninh,
397/QĐ-UBND,29/01/2019,"Kế hoạch công tác phổ biến, giáo dục pháp luật; hòa giải ở cơ sở; chuẩn bị tiếp cận pháp luật năm 2019",UBND tỉnh Quảng Ninh,
399/QĐ-UBND,29/01/2019,"Quy định tạm thời điều kiện, trình tự, thủ tục và thành phần hồ sơ đề nghị xét, công nhận xã nông thôn mới nâng cao trên địa bàn tỉnh Quảng Ninh, giai đoạn 2018-2020",UBND tỉnh Quảng Ninh,
644/UBND-TH6,28/01/2019,"Đánh giá tình hình thực hiện nhiệm vụ kinh tế - xã hội tháng 01, triển khai một số nhiệm vụ trọng tâm tháng 02 năm 2019",UBND tỉnh Quảng Ninh,
646/UBND-XD4,28/01/2019,Đảm bảo cấp nước sạch sinh hoạt cho nhân dân tại thành phố Uông Bí,UBND tỉnh Quảng Ninh,
371/QĐ-UBND,28/01/2019,"Phê duyệt Báo cáo đánh giá tác động môi trường của Dự án khu xử lý rác thải sinh hoạt bằng phương pháp đốt tại xã Dực Yên, huyện Đầm Hà, tỉnh Quảng ninh, công suất 500 - 750kg/giờ của UBND huyện Đầm Hà",UBND tỉnh Quảng Ninh,
372/QĐ-UBND,28/01/2019,"Công nhận danh hiệu Tập thể lao động xuất sắc cho 02 tập thể, tặng Bằng khen cho 02 tập thể, 02 các nhân thuộc Ủy ban Kiểm tra Tỉnh ủy Quảng Ninh có thành tích xuất sắc trong công tác và phong trào thi đua năm 2018",UBND tỉnh Quảng Ninh,
163/NQ-HĐND,26/01/2019,"Nghị quyết về vốn và khả năng cân đối vốn cho công tác bồi thường, giải phóng mặt bằng để thực hiện Dự án đường cao tốc Vân Đồn - Móng Cái theo hình thức đối tác công tư, loại hợp đồng Xây dựng - kinh doanh- chuyển giao",HĐND tỉnh Quảng Ninh,
614/UBND-NLN3,25/01/2019,"Ngăn chặn tình trạng nhập lậu, vận chuyển trái phép, buôn bán, tiêu thụ động vật, sản phẩm động vật nhập lậu từ nước ngoài vào Việt Nam",UBND tỉnh Quảng Ninh,
609/UBND-NLN3,25/01/2019,"Tăng cường công tác quản lý, bảo vệ và phát triển rừng trên địa bàn tỉnh",UBND tỉnh Quảng Ninh,
612/UBND-NLN3,25/01/2019,Triển khai đồng bộ các giải pháp phòng và ngăn chặn nguy cơ xâm nhiễm bệnh dịch tả lợn Châu Phi vào Việt Nam,UBND tỉnh Quảng Ninh,
351/QĐ-UBND,25/01/2019,"Công nhận danh hiệu Tập thể lao động xuất sắc cho 01 tập thể, tặng Bằng khen cho 02 cá nhân thuộc Ban bảo vệ chăm sóc sức khỏe cán bộ tỉnh Quảng Ninh có thành tích xuất sắc trong công tác và phong trào thi đua năm 2018",UBND tỉnh Quảng Ninh,
336/QĐ-UBND,25/01/2019,"Pphê duyệt kế hoạch lựa chọn nhà thầu gói thầu; Cải tạo, nâng cấp bến cập tàu hàng Tiên Ông của Ban quản lý vịnh Hạ Long",UBND tỉnh Quảng Ninh,
337/QĐ-UBND,25/01/2019,"Phê duyệt kế hoạch lựa chọn nhà thầu gói thầu; Cải tạo, nâng cấp bến cập tàu động Mê Cung của Ban quản lý vịnh Hạ Long",UBND tỉnh Quảng Ninh,
338/QĐ-UBND,25/01/2019,"Phê duyệt kế hoạch lựa chọn nhà thầu gói thầu: Đầu tư 02 bến nổi cập tàu tại khu vực Ba Hang, Vung Viêng của Ban quản lý vịnh Hạ Long",UBND tỉnh Quảng Ninh,
6/BCĐ,23/01/2019,"Tăng cường đấu tranh chống buôn lậu, vận chuyển trái phép hàng hóa dịp Tết Nguyên đán Kỷ Hợi",UBND tỉnh Quảng Ninh,
483/UBND-VX1,22/01/2019,"Tổ chức Hội nghị quảng bá Văn học Việt Nam lần thứ IV, liên hoan thơ quốc tế lần thứ III và Ngày thơ Việt Nam lần thứ 17 tại tỉnh Quảng Ninh",UBND tỉnh Quảng Ninh,
16/TB-UBND,22/01/2019,Thông báo kết quả tiếp công dân ngày 15/01/2019 tại Trụ sở Tiếp công dân của tỉnh,UBND tỉnh Quảng Ninh,
18/TB-UBND,22/01/2019,"Ý kiến kết của đồng chí Đặng Huy Hậu, Phó Chủ tịch Thường trực UBND tỉnh tại buổi họp Ban Chỉ đạo Dự án ""Thúc đẩy tăng trưởng xanh tại khu vực Vịnh Hạ Long, tỉnh Quảng Ninh"" do JICA tài trợ (giai đoạn 2) lần thứ 4",UBND tỉnh Quảng Ninh,
506/UBND-XD4,22/01/2019,"Giãn tiến độ thực hiện dự án đầu tư xây dựng - kinh doanh hạ tầng khu dân cư đồi Ngân hàng, phường Hồng Hải, thành phố Hạ Long",UBND tỉnh Quảng Ninh,
508/UBND-TD1,22/01/2019,"Giải quyết khiếu nại của một số hộ dân thuộc dự án khu biệt thự đồi Thủy Sản, thành phố Hạ Long",UBND tỉnh Quảng Ninh,
507/UBND-TD1,22/01/2019,"Giải quyết khiếu nại của bà Trần Thị Hội, thành phố Hạ Long",UBND tỉnh Quảng Ninh,
03/BCĐ,21/01/2019,Kế hoạch công tác đảm bảo An toàn thực phẩm năm 2019,UBND tỉnh Quảng Ninh,
02/CĐ-UBND,21/01/2019,Phòng chống bệnh lở mồm long móng gia súc trên địa bàn tỉnh,UBND tỉnh Quảng Ninh,
424/UBND-CN,21/01/2019,"Quản lý hoạt động khai thác đất, đá làm vật liệu san lấp mặt bằng",UBND tỉnh Quảng Ninh,
15/TB-UBND,21/01/2019,Kết luận của đồng chí Nguyễn Văn Thắng - Phó Chủ tịch UBND tỉnh tại cuộc họp rà soát tiến độ thoái vốn Nhà nước tại Công ty cổ phần nước sạch Quảng Ninh,UBND tỉnh Quảng Ninh,
474/UBND-MT,21/01/2019,"Tăng cường công tác quản lý tro, xỉ than của nhà máy nhiệt điện trên địa bàn tỉnh",UBND tỉnh Quảng Ninh,
248/QĐ-UBND,21/01/2019,"Giao xác minh nội dung khiếu nại của ông Nguyễn Công Bội trú tại tổ 5, khu 3, phường Trần Hưng Đạo, tp Hạ Long",UBND tỉnh Quảng Ninh,
241/QĐ-UBND,21/01/2019,Công nhận danh hiệu Tập thể lao động xuất sắc cho 02 tập thể thuộc Cơ quan Khối MTTQ và các tổ chức chính trị - xã hội tỉnh có thành tích xuất sắc trong công tác và phong trào thi đua năm 2018,UBND tỉnh Quảng Ninh,
234/QĐ-UBND,21/01/2019,"Công nhận danh hiệu Tập thể Lao động xuất sắc cho 01 tập thể; chiến sĩ thi đua cấp tỉnh cho 01 các nhân, tặng Băng khen cho 03 cá nhân thuộc Ban Dân Vận Tỉnh ủy Quảng Ninh có thành tích xuất sức trong công tác và phong trào thi đua năm 2018",UBND tỉnh Quảng Ninh,
255/QĐ-UBND,21/01/2019,"Phê duyệt Quy hoạch chi tiết tỷ lệ 1/500 Khu đô thị mới tại khu vực núi Hạm, p.Hồng Hà và p.Hà Tu, tp Hạ Long",UBND tỉnh Quảng Ninh,
257/QĐ-UBND,21/01/2019,"Phê duyệt điều chỉnh dự án đường nối từ đường cao tốc Hạ Long - Hải Phòng với khu công nghiệp Nam Tiền Phong, thị xã Quảng Yên, tỉnh Quảng Ninh (giai đoạn 1)",UBND tỉnh Quảng Ninh,
386/UBND-TD1,18/01/2019,"Giải quyết khiếu nại của ông Mạc Văn Minh, thành phố Hạ Long",UBND tỉnh Quảng Ninh,
168/UBND-NLN3,09/01/2019,V/v tiêu thụ củ dong riềng và miến dong trên địa bàn huyện Tiên Yên và Bình Liêu,UBND tỉnh Quảng Ninh,
141/UBND-NLN3,08/01/2019,V/v tập trung xử lý ổ dịch bệnh Cúm gia cầm tại huyện Hải Hà,UBND tỉnh Quảng Ninh,
144/UBND-NC,08/01/2019,V/v tăng cường chỉ đạo công tác thi hành án hình sự tại đơn vị cơ sở trên địa bàn tỉnh,UBND tỉnh Quảng Ninh,
153/UBND-TD1,08/01/2019,"V/v giải quyết khiếu nại của ông Nguyễn Văn Mừng, thành phố Hạ Long",UBND tỉnh Quảng Ninh,
58/QĐ-UBND,08/01/2019,"V/v gia hạn thời gian thực hiện Phương án thí điểm quản lý xe du lịch tự lái qua cửa khẩu quốc tế Móng Cái vào thành phố Hạ Long, tỉnh Quảng Ninh",UBND tỉnh Quảng Ninh,
07/-HĐND-PC,08/01/2019,"V/v khảo sát tình hình công tác chống buôn lậu, gian lận thương mại và hàng giả trong dịp Tết Nguyên đán năm 2019",HĐND tỉnh Quảng Ninh,
06/TB-UBND,07/01/2019,TB v/v tạm thời điều chỉnh phân công nhiệm vụ giữa các đồng chí Phó Chủ tịch UBND tỉnh QN nhiệm kỳ 2016 - 2021,UBND tỉnh Quảng Ninh,
5/TB-UBND,05/01/2019,"TB Kết luận của đồng chí Chủ tịch UBND tỉnh tại buổi làm việc nghe báo cáo công tác chuẩn bị, tổ chức; video clip về chuỗi các sự kiến Năm Du lịch quốc gia 2018; ý tưởng kịch bản chương trình Lễ bế mạc Năm Du lịch quốc gia 2018 - Hạ Long - QN, Gala chào mừng thành công Diễn đàn Du lịch ASEAN 2019 (ATF 2019) và Năm Du lịch quốc gia 2018",UBND tỉnh Quảng Ninh,
03.1/KH-UBND,03/01/2019,Kế hoạch tổ chức Hội chợ OCOP Quảng Ninh - Xuân 2019,UBND tỉnh Quảng Ninh,
08/UBND-NLN3,03/01/2019,Tập trung xử lý ổ dịch bệnh lở mồm long móng tại thị xã Đông triều,UBND tỉnh Quảng Ninh,
01/QĐ-UBND,02/01/2019,"Tặng quà người có công với cách mạng và thân nhân, đối tượng chính sách xã hội và các đối tượng cần thiết khác: Hỗ trợ kinh phí cho các Nhà văn hóa thôn, khu dịp Tết Nguyên đán Kỷ Hợi năm 2019",UBND tỉnh Quảng Ninh,
02/KH-UBND,02/01/2019,"Tổ chức các hoạt động ""Mừng Đảng - Mừng Xuân"" Kỷ Hợi 2019",UBND tỉnh Quảng Ninh,
198/KH-UBND,25/12/2018,"Kế hoạch thực hiện các giải pháp thủy lợi phòng, chống hạn hán, thiếu nước, xâm nhập mặn, phục vụ sản xuất nông nghiệp và dân sinh, mùa khô năm 2018 - 2019 trên địa bàn tỉnh QN",UBND tỉnh Quảng Ninh,
5382/QĐ-UBND,25/12/2018,"Phê duyệt Đề án phát triển vận tải hành khách bằng xe taxi, xe điện trên địa bàn tỉnh Quảng Ninh đến năm 2020 và định hướng đến năm 2030.",UBND tỉnh Quảng Ninh,
196/KH-UBND,25/12/2018,Kế hoạch triển khai tổng kết 5 năm thực hiện Quyết định số 284/QĐ-TTg ngày 24/02/2014 của Thủ tướng Chính phủ về Ngày Sách VN và tổ chức Ngày sách Việt Nam lần thứ 6 năm 2019,UBND tỉnh Quảng Ninh,
197/KH-UBND,25/12/2018,Kế hoạch triển khai công tác bảo đảm an toàn thực phẩm trong dịp Tết Nguyên đán Kỷ Hợi và mùa Lễ hội Xuân năm 2019,UBND tỉnh Quảng Ninh,
9651/UBND-CN,25/12/2018,"Quản lý, sử dụng bã sàng, đá xít có than trên địa bàn tỉnh Quảng Ninh theo quy định của pháp luật.",UBND tỉnh Quảng Ninh,
5376/QĐ-UBND,25/12/2018,"V/v phân bổ (đợt 5) nguồn kinh phí thực hiện các nhiệm vụ, dự án quy hoạch, dự toán ngân sách tỉnh năm 2018",UBND tỉnh Quảng Ninh,
5336/QĐ-UBND,24/12/2018,"Dừng hoạt động của Nhà máy tuyển than Nam Cầu Trắng của Tập đoàn Công nghiệp Than- Khoáng sản Việt Nam tại phường Hồng Hà, thành phố Hạ Long, tỉnh Quảng Ninh",UBND tỉnh Quảng Ninh,
9604/UBND-GD,24/12/2018,"Tăng cường công tác quản lý, giáo dục ngăn chặn các hành vi vi phạm đạo đức nhà giáo; phòng chống xâm hại, bạo lực trong trường học",UBND tỉnh Quảng Ninh,
9356/UBND-DL1,13/12/2018,Kết quả điều tra khách du lịch tại Quảng Ninh năm 2018,UBND tỉnh Quảng Ninh,
9354/UBND-XD4,13/12/2018,Thực hiện chế độ báo cáo thống kê tổng hợp ngành xây dựng tỉnh Quảng Ninh,UBND tỉnh Quảng Ninh,
9337/UBND-CN,13/12/2018,"Tăng cường công tác quản lý hoạt động khoáng sản tại khu vực mỏ sét xã Tiền An, thị xã Quảng Yên đối với Công ty cổ phần Thạch Bàn Yên Hưng",UBND tỉnh Quảng Ninh,
9332/UBND-VX2,13/12/2018,"Tăng cường công tác quản lý nhà nước, thực hiện các biện pháp bảo vệ trẻ em, phòng chống bạo lực trẻ em",UBND tỉnh Quảng Ninh,
291/TB-UBND,12/12/2018,"TB kết luận của đồng chí Nguyễn Văn Thắng - PCT UBND tỉnh tại cuộc họp kiểm điểm tiến độ triển khai Dự án Tổ hợp Công nghiệp - Dịch vụ - Công nghiệp hỗ trợ Thành Công Hạ Long, thành phố Hạ Long (KCN Việt Hưng giai đoạn 2)",UBND tỉnh Quảng Ninh,
9323/UBND-XD6,12/12/2018,"Tăng cường quản lý, sử dụng chứng thư số, chữ ký số trên địa bàn tỉnh",UBND tỉnh Quảng Ninh,
9327/UBND-NLN3,12/12/2018,Chủ động các biện pháp phòng chống rét cho người và bảo vệ sản xuất nông nghiệp trên địa bàn tỉnh,UBND tỉnh Quảng Ninh,
20/CĐ-UBND,12/12/2018,"Công điện v/v thực hiện đợt cao điểm tấn công, trấn áp tội phạm, bảo vệ các sự kiện và Tết Nguyên đán Kỷ Hợi 2019",UBND tỉnh Quảng Ninh,
9299/UBND-NLN3,11/12/2018,Tăng cường công tác quản lý chế biến lâm sản trên địa bàn tỉnh,UBND tỉnh Quảng Ninh,
9290/UBND-VX2,11/12/2018,Tổ chức các hoạt động Mừng Đảng - Mừng Xuân và chăm lo cho nhân dân dịp Tết nguyên đán Kỷ Hợi 2019.,UBND tỉnh Quảng Ninh,
09/CT-UBND,11/12/2018,Nâng cao chất lượng giải quyết thủ tục hành chính tại Trung tâm Phục vụ hành chính công các cấp và Bộ phận Tiếp nhận và Trả kết quả hiện đại cấp xã trên địa bàn tỉnh.,UBND tỉnh Quảng Ninh,
289/TB-UBND,11/12/2018,"TB Kết luận của Chủ tịch UBND tỉnh tại cuộc họp về phương án vận chuyển hành khách bằng xe ô tô chất lượng cao từ Cảng hàng không quốc tế Vân Đồn tới các trung tâm du lịch, đô thị tại thành phố Hạ Long, Cẩm Phả, tỉnh QN và ngược lại",UBND tỉnh Quảng Ninh,
288/TB-UBND,10/12/2018,"Kết luận của đồng chí Nguyễn Văn Thắng - Phó Chủ tịch UBND tỉnh tại cuộc họp ngày 08/12/2018 về kiểm điểm công tác thu ngân sách tháng 11 và 11 tháng năm 2018, nhiệm vụ còn lại phải thu ngân sách trong tháng 12/2018 theo dự toán kế hoạch năm 2018.",UBND tỉnh Quảng Ninh,
189//KH-UBND,06/12/2018,"Kế hoạch Tổ chức Hội nghị tổng kết công tác thi đua, khen thưởng năm 2018; triển khai nhiệm vụ năm 2019",UBND tỉnh Quảng Ninh,
